"","BO21_tempmean_bdmax","BO21_tempmean_ss","BO22_chlomean_ss","BO22_salinitymean_bdmax","BO22_salinitymean_ss","pa"
"84",NA,NA,NA,NA,NA,1
"85",6.642415,8.452697,1.310199,32.668194,30.076541,1
"86",6.473689,8.707038,0.442826,31.586199,30.436738,1
"87",NA,NA,NA,NA,NA,1
"88",6.646921,8.457728,1.334337,32.346096,30.072259,1
"89",6.473689,8.707038,0.442826,31.586199,30.436738,1
"90",9.84325,8.479806,1.318913,33.650246,30.087677,1
"91",NA,NA,NA,NA,NA,1
"92",NA,NA,NA,NA,NA,1
"93",6.473689,8.707038,0.442826,31.586199,30.436738,1
"94",6.473689,8.707038,0.442826,31.586199,30.436738,1
"95",6.473689,8.707038,0.442826,31.586199,30.436738,1
"96",8.344789,8.859585,0.432064,31.146389,30.498167,1
"97",NA,NA,NA,NA,NA,1
"98",6.473689,8.707038,0.442826,31.586199,30.436738,1
"99",6.473689,8.707038,0.442826,31.586199,30.436738,1
"100",6.473689,8.707038,0.442826,31.586199,30.436738,1
"101",NA,NA,NA,NA,NA,1
"102",6.473689,8.707038,0.442826,31.586199,30.436738,1
"103",NA,NA,NA,NA,NA,1
"104",8.344789,8.859585,0.432064,31.146389,30.498167,1
"105",6.473689,8.707038,0.442826,31.586199,30.436738,1
"106",6.473689,8.707038,0.442826,31.586199,30.436738,1
"107",NA,NA,NA,NA,NA,1
"108",6.642415,8.452697,1.310199,32.668194,30.076541,1
"109",8.344789,8.859585,0.432064,31.146389,30.498167,1
"110",6.473689,8.707038,0.442826,31.586199,30.436738,1
"111",6.473689,8.707038,0.442826,31.586199,30.436738,1
"112",6.473689,8.707038,0.442826,31.586199,30.436738,1
"113",6.473689,8.707038,0.442826,31.586199,30.436738,1
"114",6.473689,8.707038,0.442826,31.586199,30.436738,1
"115",6.473689,8.707038,0.442826,31.586199,30.436738,1
"116",6.473689,8.707038,0.442826,31.586199,30.436738,1
"117",6.473689,8.707038,0.442826,31.586199,30.436738,1
"118",NA,NA,NA,NA,NA,1
"119",NA,NA,NA,NA,NA,1
"120",6.473689,8.707038,0.442826,31.586199,30.436738,1
"121",6.642415,8.452697,1.310199,32.668194,30.076541,1
"122",6.473689,8.707038,0.442826,31.586199,30.436738,1
"123",8.344789,8.859585,0.432064,31.146389,30.498167,1
"124",6.473689,8.707038,0.442826,31.586199,30.436738,1
"125",6.473689,8.707038,0.442826,31.586199,30.436738,1
"126",6.642415,8.452697,1.310199,32.668194,30.076541,1
"127",NA,NA,NA,NA,NA,1
"128",NA,NA,NA,NA,NA,1
"129",6.473689,8.707038,0.442826,31.586199,30.436738,1
"130",6.473689,8.707038,0.442826,31.586199,30.436738,1
"131",6.473689,8.707038,0.442826,31.586199,30.436738,1
"132",6.473689,8.707038,0.442826,31.586199,30.436738,1
"133",6.642415,8.452697,1.310199,32.668194,30.076541,1
"134",6.473689,8.707038,0.442826,31.586199,30.436738,1
"135",6.473689,8.707038,0.442826,31.586199,30.436738,1
"136",NA,NA,NA,NA,NA,1
"137",6.473689,8.707038,0.442826,31.586199,30.436738,1
"138",8.344789,8.859585,0.432064,31.146389,30.498167,1
"139",6.473689,8.707038,0.442826,31.586199,30.436738,1
"140",6.642415,8.452697,1.310199,32.668194,30.076541,1
"141",6.473689,8.707038,0.442826,31.586199,30.436738,1
"142",6.473689,8.707038,0.442826,31.586199,30.436738,1
"143",6.473689,8.707038,0.442826,31.586199,30.436738,1
"144",6.473689,8.707038,0.442826,31.586199,30.436738,1
"145",6.473689,8.707038,0.442826,31.586199,30.436738,1
"146",6.221054,8.972713,0.4092,31.626728,30.516929,1
"147",6.473689,8.707038,0.442826,31.586199,30.436738,1
"148",6.473689,8.707038,0.442826,31.586199,30.436738,1
"149",NA,NA,NA,NA,NA,1
"150",6.473689,8.707038,0.442826,31.586199,30.436738,1
"151",6.473689,8.707038,0.442826,31.586199,30.436738,1
"152",6.473689,8.707038,0.442826,31.586199,30.436738,1
"153",6.473689,8.707038,0.442826,31.586199,30.436738,1
"154",NA,NA,NA,NA,NA,1
"155",6.473689,8.707038,0.442826,31.586199,30.436738,1
"156",6.642415,8.452697,1.310199,32.668194,30.076541,1
"157",6.473689,8.707038,0.442826,31.586199,30.436738,1
"158",6.473689,8.707038,0.442826,31.586199,30.436738,1
"159",6.473689,8.707038,0.442826,31.586199,30.436738,1
"160",NA,NA,NA,NA,NA,1
"161",6.330499,8.456971,1.280386,32.359314,30.205078,1
"162",6.473689,8.707038,0.442826,31.586199,30.436738,1
"163",6.473689,8.707038,0.442826,31.586199,30.436738,1
"164",6.473689,8.707038,0.442826,31.586199,30.436738,1
"165",6.473689,8.707038,0.442826,31.586199,30.436738,1
"166",NA,NA,NA,NA,NA,1
"167",6.642415,8.452697,1.310199,32.668194,30.076541,1
"168",6.473689,8.707038,0.442826,31.586199,30.436738,1
"169",6.642415,8.452697,1.310199,32.668194,30.076541,1
"170",NA,NA,NA,NA,NA,1
"171",8.344789,8.859585,0.432064,31.146389,30.498167,1
"172",6.473689,8.707038,0.442826,31.586199,30.436738,1
"173",6.473689,8.707038,0.442826,31.586199,30.436738,1
"174",6.473689,8.707038,0.442826,31.586199,30.436738,1
"175",6.642415,8.452697,1.310199,32.668194,30.076541,1
"176",NA,NA,NA,NA,NA,1
"177",6.473689,8.707038,0.442826,31.586199,30.436738,1
"178",6.473689,8.707038,0.442826,31.586199,30.436738,1
"179",6.473689,8.707038,0.442826,31.586199,30.436738,1
"180",NA,NA,NA,NA,NA,1
"181",9.84325,8.479806,1.318913,33.650246,30.087677,1
"182",8.344789,8.859585,0.432064,31.146389,30.498167,1
"183",6.642415,8.452697,1.310199,32.668194,30.076541,1
"184",8.344789,8.859585,0.432064,31.146389,30.498167,1
"185",6.473689,8.707038,0.442826,31.586199,30.436738,1
"186",6.473689,8.707038,0.442826,31.586199,30.436738,1
"187",6.473689,8.707038,0.442826,31.586199,30.436738,1
"188",6.473689,8.707038,0.442826,31.586199,30.436738,1
"189",NA,NA,NA,NA,NA,1
"190",6.473689,8.707038,0.442826,31.586199,30.436738,1
"191",6.473689,8.707038,0.442826,31.586199,30.436738,1
"192",6.473689,8.707038,0.442826,31.586199,30.436738,1
"193",NA,NA,NA,NA,NA,1
"194",NA,NA,NA,NA,NA,1
"195",6.473689,8.707038,0.442826,31.586199,30.436738,1
"196",6.473689,8.707038,0.442826,31.586199,30.436738,1
"197",6.646921,8.457728,1.334337,32.346096,30.072259,1
"198",6.473689,8.707038,0.442826,31.586199,30.436738,1
"199",6.473689,8.707038,0.442826,31.586199,30.436738,1
"200",6.473689,8.707038,0.442826,31.586199,30.436738,1
"201",NA,NA,NA,NA,NA,1
"202",6.473689,8.707038,0.442826,31.586199,30.436738,1
"203",6.473689,8.707038,0.442826,31.586199,30.436738,1
"204",6.473689,8.707038,0.442826,31.586199,30.436738,1
"205",6.473689,8.707038,0.442826,31.586199,30.436738,1
"206",6.473689,8.707038,0.442826,31.586199,30.436738,1
"207",6.473689,8.707038,0.442826,31.586199,30.436738,1
"208",6.473689,8.707038,0.442826,31.586199,30.436738,1
"209",NA,NA,NA,NA,NA,1
"210",6.473689,8.707038,0.442826,31.586199,30.436738,1
"211",6.473689,8.707038,0.442826,31.586199,30.436738,1
"212",6.473689,8.707038,0.442826,31.586199,30.436738,1
"213",6.473689,8.707038,0.442826,31.586199,30.436738,1
"214",6.473689,8.707038,0.442826,31.586199,30.436738,1
"215",6.642415,8.452697,1.310199,32.668194,30.076541,1
"216",6.473689,8.707038,0.442826,31.586199,30.436738,1
"217",6.473689,8.707038,0.442826,31.586199,30.436738,1
"218",NA,NA,NA,NA,NA,1
"219",NA,NA,NA,NA,NA,1
"220",6.473689,8.707038,0.442826,31.586199,30.436738,1
"221",6.473689,8.707038,0.442826,31.586199,30.436738,1
"222",6.473689,8.707038,0.442826,31.586199,30.436738,1
"223",6.473689,8.707038,0.442826,31.586199,30.436738,1
"224",6.473689,8.707038,0.442826,31.586199,30.436738,1
"225",6.473689,8.707038,0.442826,31.586199,30.436738,1
"226",NA,NA,NA,NA,NA,1
"227",NA,NA,NA,NA,NA,1
"228",6.221054,8.972713,0.4092,31.626728,30.516929,1
"229",6.473689,8.707038,0.442826,31.586199,30.436738,1
"230",6.473689,8.707038,0.442826,31.586199,30.436738,1
"231",6.473689,8.707038,0.442826,31.586199,30.436738,1
"232",6.473689,8.707038,0.442826,31.586199,30.436738,1
"233",6.473689,8.707038,0.442826,31.586199,30.436738,1
"234",6.473689,8.707038,0.442826,31.586199,30.436738,1
"235",6.473689,8.707038,0.442826,31.586199,30.436738,1
"236",6.473689,8.707038,0.442826,31.586199,30.436738,1
"237",6.473689,8.707038,0.442826,31.586199,30.436738,1
"238",6.473689,8.707038,0.442826,31.586199,30.436738,1
"239",6.473689,8.707038,0.442826,31.586199,30.436738,1
"240",6.642415,8.452697,1.310199,32.668194,30.076541,1
"241",8.344789,8.859585,0.432064,31.146389,30.498167,1
"242",6.473689,8.707038,0.442826,31.586199,30.436738,1
"243",6.473689,8.707038,0.442826,31.586199,30.436738,1
"244",6.473689,8.707038,0.442826,31.586199,30.436738,1
"245",NA,NA,NA,NA,NA,1
"246",8.344789,8.859585,0.432064,31.146389,30.498167,1
"247",5.292134,8.957577,0.418972,32.208462,30.512912,1
"248",6.473689,8.707038,0.442826,31.586199,30.436738,1
"249",NA,NA,NA,NA,NA,1
"250",6.473689,8.707038,0.442826,31.586199,30.436738,1
"251",8.344789,8.859585,0.432064,31.146389,30.498167,1
"252",6.473689,8.707038,0.442826,31.586199,30.436738,1
"253",6.473689,8.707038,0.442826,31.586199,30.436738,1
"254",6.473689,8.707038,0.442826,31.586199,30.436738,1
"255",8.344789,8.859585,0.432064,31.146389,30.498167,1
"256",6.473689,8.707038,0.442826,31.586199,30.436738,1
"257",6.473689,8.707038,0.442826,31.586199,30.436738,1
"258",NA,NA,NA,NA,NA,1
"259",6.473689,8.707038,0.442826,31.586199,30.436738,1
"260",6.473689,8.707038,0.442826,31.586199,30.436738,1
"261",NA,NA,NA,NA,NA,1
"262",6.473689,8.707038,0.442826,31.586199,30.436738,1
"263",6.473689,8.707038,0.442826,31.586199,30.436738,1
"264",6.473689,8.707038,0.442826,31.586199,30.436738,1
"265",6.473689,8.707038,0.442826,31.586199,30.436738,1
"266",6.473689,8.707038,0.442826,31.586199,30.436738,1
"267",6.642415,8.452697,1.310199,32.668194,30.076541,1
"268",6.473689,8.707038,0.442826,31.586199,30.436738,1
"269",6.473689,8.707038,0.442826,31.586199,30.436738,1
"270",8.344789,8.859585,0.432064,31.146389,30.498167,1
"271",6.473689,8.707038,0.442826,31.586199,30.436738,1
"272",6.473689,8.707038,0.442826,31.586199,30.436738,1
"273",6.642415,8.452697,1.310199,32.668194,30.076541,1
"274",NA,NA,NA,NA,NA,1
"275",6.473689,8.707038,0.442826,31.586199,30.436738,1
"276",6.473689,8.707038,0.442826,31.586199,30.436738,1
"277",6.473689,8.707038,0.442826,31.586199,30.436738,1
"278",6.473689,8.707038,0.442826,31.586199,30.436738,1
"279",9.84325,8.479806,1.318913,33.650246,30.087677,1
"280",NA,NA,NA,NA,NA,1
"281",6.642415,8.452697,1.310199,32.668194,30.076541,1
"282",NA,NA,NA,NA,NA,1
"283",6.473689,8.707038,0.442826,31.586199,30.436738,1
"284",NA,NA,NA,NA,NA,1
"285",6.473689,8.707038,0.442826,31.586199,30.436738,1
"286",8.028873,8.754766,0.952891,32.179928,31.266639,1
"287",8.344789,8.859585,0.432064,31.146389,30.498167,1
"288",6.473689,8.707038,0.442826,31.586199,30.436738,1
"289",6.473689,8.707038,0.442826,31.586199,30.436738,1
"290",6.642415,8.452697,1.310199,32.668194,30.076541,1
"291",6.473689,8.707038,0.442826,31.586199,30.436738,1
"292",9.84325,8.479806,1.318913,33.650246,30.087677,1
"293",6.473689,8.707038,0.442826,31.586199,30.436738,1
"294",6.473689,8.707038,0.442826,31.586199,30.436738,1
"295",6.473689,8.707038,0.442826,31.586199,30.436738,1
"296",6.473689,8.707038,0.442826,31.586199,30.436738,1
"297",6.473689,8.707038,0.442826,31.586199,30.436738,1
"298",6.473689,8.707038,0.442826,31.586199,30.436738,1
"299",6.473689,8.707038,0.442826,31.586199,30.436738,1
"300",6.646921,8.457728,1.334337,32.346096,30.072259,1
"301",6.473689,8.707038,0.442826,31.586199,30.436738,1
"302",6.473689,8.707038,0.442826,31.586199,30.436738,1
"303",6.473689,8.707038,0.442826,31.586199,30.436738,1
"304",6.473689,8.707038,0.442826,31.586199,30.436738,1
"305",6.473689,8.707038,0.442826,31.586199,30.436738,1
"306",6.473689,8.707038,0.442826,31.586199,30.436738,1
"307",6.473689,8.707038,0.442826,31.586199,30.436738,1
"308",NA,NA,NA,NA,NA,1
"309",6.642415,8.452697,1.310199,32.668194,30.076541,1
"310",6.473689,8.707038,0.442826,31.586199,30.436738,1
"311",NA,NA,NA,NA,NA,1
"312",8.344789,8.859585,0.432064,31.146389,30.498167,1
"313",6.473689,8.707038,0.442826,31.586199,30.436738,1
"314",6.646921,8.457728,1.334337,32.346096,30.072259,1
"315",6.473689,8.707038,0.442826,31.586199,30.436738,1
"316",6.330499,8.456971,1.280386,32.359314,30.205078,1
"317",6.473689,8.707038,0.442826,31.586199,30.436738,1
"318",6.473689,8.707038,0.442826,31.586199,30.436738,1
"319",6.473689,8.707038,0.442826,31.586199,30.436738,1
"320",8.344789,8.859585,0.432064,31.146389,30.498167,1
"321",NA,NA,NA,NA,NA,1
"322",6.473689,8.707038,0.442826,31.586199,30.436738,1
"323",6.473689,8.707038,0.442826,31.586199,30.436738,1
"324",6.473689,8.707038,0.442826,31.586199,30.436738,1
"325",NA,NA,NA,NA,NA,1
"326",6.473689,8.707038,0.442826,31.586199,30.436738,1
"327",6.473689,8.707038,0.442826,31.586199,30.436738,1
"328",6.473689,8.707038,0.442826,31.586199,30.436738,1
"329",6.473689,8.707038,0.442826,31.586199,30.436738,1
"330",6.473689,8.707038,0.442826,31.586199,30.436738,1
"331",6.646921,8.457728,1.334337,32.346096,30.072259,1
"332",NA,NA,NA,NA,NA,1
"333",NA,NA,NA,NA,NA,1
"334",8.344789,8.859585,0.432064,31.146389,30.498167,1
"335",6.473689,8.707038,0.442826,31.586199,30.436738,1
"336",6.473689,8.707038,0.442826,31.586199,30.436738,1
"337",NA,NA,NA,NA,NA,1
"338",NA,NA,NA,NA,NA,1
"339",6.646921,8.457728,1.334337,32.346096,30.072259,1
"340",6.473689,8.707038,0.442826,31.586199,30.436738,1
"341",NA,NA,NA,NA,NA,1
"342",6.473689,8.707038,0.442826,31.586199,30.436738,1
"343",NA,NA,NA,NA,NA,1
"344",6.473689,8.707038,0.442826,31.586199,30.436738,1
"345",6.642415,8.452697,1.310199,32.668194,30.076541,1
"346",6.473689,8.707038,0.442826,31.586199,30.436738,1
"347",NA,NA,NA,NA,NA,1
"348",NA,NA,NA,NA,NA,1
"349",6.473689,8.707038,0.442826,31.586199,30.436738,1
"350",6.473689,8.707038,0.442826,31.586199,30.436738,1
"351",6.473689,8.707038,0.442826,31.586199,30.436738,1
"352",6.473689,8.707038,0.442826,31.586199,30.436738,1
"353",NA,NA,NA,NA,NA,1
"354",6.473689,8.707038,0.442826,31.586199,30.436738,1
"355",8.344789,8.859585,0.432064,31.146389,30.498167,1
"356",NA,NA,NA,NA,NA,1
"357",6.642415,8.452697,1.310199,32.668194,30.076541,1
"358",6.473689,8.707038,0.442826,31.586199,30.436738,1
"359",NA,NA,NA,NA,NA,1
"360",6.473689,8.707038,0.442826,31.586199,30.436738,1
"361",NA,NA,NA,NA,NA,1
"362",6.473689,8.707038,0.442826,31.586199,30.436738,1
"363",8.344789,8.859585,0.432064,31.146389,30.498167,1
"364",6.473689,8.707038,0.442826,31.586199,30.436738,1
"365",NA,NA,NA,NA,NA,1
"366",6.473689,8.707038,0.442826,31.586199,30.436738,1
"367",6.473689,8.707038,0.442826,31.586199,30.436738,1
"368",6.473689,8.707038,0.442826,31.586199,30.436738,1
"369",6.642415,8.452697,1.310199,32.668194,30.076541,1
"370",6.473689,8.707038,0.442826,31.586199,30.436738,1
"371",6.473689,8.707038,0.442826,31.586199,30.436738,1
"372",NA,NA,NA,NA,NA,1
"373",6.473689,8.707038,0.442826,31.586199,30.436738,1
"374",6.642415,8.452697,1.310199,32.668194,30.076541,1
"375",NA,NA,NA,NA,NA,1
"376",6.473689,8.707038,0.442826,31.586199,30.436738,1
"377",NA,NA,NA,NA,NA,1
"378",9.84325,8.479806,1.318913,33.650246,30.087677,1
"379",NA,NA,NA,NA,NA,1
"380",5.292134,8.957577,0.418972,32.208462,30.512912,1
"381",6.473689,8.707038,0.442826,31.586199,30.436738,1
"382",NA,NA,NA,NA,NA,1
"383",6.473689,8.707038,0.442826,31.586199,30.436738,1
"384",6.473689,8.707038,0.442826,31.586199,30.436738,1
"385",6.473689,8.707038,0.442826,31.586199,30.436738,1
"386",6.473689,8.707038,0.442826,31.586199,30.436738,1
"387",6.473689,8.707038,0.442826,31.586199,30.436738,1
"388",6.473689,8.707038,0.442826,31.586199,30.436738,1
"389",6.473689,8.707038,0.442826,31.586199,30.436738,1
"390",6.473689,8.707038,0.442826,31.586199,30.436738,1
"391",6.642415,8.452697,1.310199,32.668194,30.076541,1
"392",6.473689,8.707038,0.442826,31.586199,30.436738,1
"393",6.473689,8.707038,0.442826,31.586199,30.436738,1
"394",6.473689,8.707038,0.442826,31.586199,30.436738,1
"395",7.316595,8.451973,1.281597,31.951115,30.410813,1
"396",6.473689,8.707038,0.442826,31.586199,30.436738,1
"397",6.642415,8.452697,1.310199,32.668194,30.076541,1
"398",NA,NA,NA,NA,NA,1
"399",6.473689,8.707038,0.442826,31.586199,30.436738,1
"400",6.473689,8.707038,0.442826,31.586199,30.436738,1
"401",6.473689,8.707038,0.442826,31.586199,30.436738,1
"402",8.344789,8.859585,0.432064,31.146389,30.498167,1
"403",6.473689,8.707038,0.442826,31.586199,30.436738,1
"404",6.473689,8.707038,0.442826,31.586199,30.436738,1
"405",6.473689,8.707038,0.442826,31.586199,30.436738,1
"406",NA,NA,NA,NA,NA,1
"407",6.473689,8.707038,0.442826,31.586199,30.436738,1
"408",6.473689,8.707038,0.442826,31.586199,30.436738,1
"409",6.473689,8.707038,0.442826,31.586199,30.436738,1
"410",6.473689,8.707038,0.442826,31.586199,30.436738,1
"411",6.473689,8.707038,0.442826,31.586199,30.436738,1
"412",6.642415,8.452697,1.310199,32.668194,30.076541,1
"413",6.473689,8.707038,0.442826,31.586199,30.436738,1
"414",NA,NA,NA,NA,NA,1
"415",6.473689,8.707038,0.442826,31.586199,30.436738,1
"416",6.473689,8.707038,0.442826,31.586199,30.436738,1
"417",6.330499,8.456971,1.280386,32.359314,30.205078,1
"418",6.642415,8.452697,1.310199,32.668194,30.076541,1
"419",6.473689,8.707038,0.442826,31.586199,30.436738,1
"420",NA,NA,NA,NA,NA,1
"421",6.473689,8.707038,0.442826,31.586199,30.436738,1
"422",6.473689,8.707038,0.442826,31.586199,30.436738,1
"423",6.473689,8.707038,0.442826,31.586199,30.436738,1
"424",9.84325,8.479806,1.318913,33.650246,30.087677,1
"425",NA,NA,NA,NA,NA,1
"426",NA,NA,NA,NA,NA,1
"427",6.473689,8.707038,0.442826,31.586199,30.436738,1
"428",6.473689,8.707038,0.442826,31.586199,30.436738,1
"429",6.473689,8.707038,0.442826,31.586199,30.436738,1
"430",6.473689,8.707038,0.442826,31.586199,30.436738,1
"431",6.473689,8.707038,0.442826,31.586199,30.436738,1
"432",6.473689,8.707038,0.442826,31.586199,30.436738,1
"433",6.473689,8.707038,0.442826,31.586199,30.436738,1
"434",6.473689,8.707038,0.442826,31.586199,30.436738,1
"435",6.473689,8.707038,0.442826,31.586199,30.436738,1
"436",6.473689,8.707038,0.442826,31.586199,30.436738,1
"437",6.642415,8.452697,1.310199,32.668194,30.076541,1
"438",NA,NA,NA,NA,NA,1
"439",NA,NA,NA,NA,NA,1
"440",6.473689,8.707038,0.442826,31.586199,30.436738,1
"441",6.473689,8.707038,0.442826,31.586199,30.436738,1
"442",6.473689,8.707038,0.442826,31.586199,30.436738,1
"443",6.473689,8.707038,0.442826,31.586199,30.436738,1
"444",NA,NA,NA,NA,NA,1
"445",6.473689,8.707038,0.442826,31.586199,30.436738,1
"446",NA,NA,NA,NA,NA,1
"447",8.344789,8.859585,0.432064,31.146389,30.498167,1
"448",6.473689,8.707038,0.442826,31.586199,30.436738,1
"449",6.473689,8.707038,0.442826,31.586199,30.436738,1
"450",NA,NA,NA,NA,NA,1
"451",9.84325,8.479806,1.318913,33.650246,30.087677,1
"452",6.473689,8.707038,0.442826,31.586199,30.436738,1
"453",6.473689,8.707038,0.442826,31.586199,30.436738,1
"454",6.473689,8.707038,0.442826,31.586199,30.436738,1
"455",6.473689,8.707038,0.442826,31.586199,30.436738,1
"456",6.473689,8.707038,0.442826,31.586199,30.436738,1
"457",6.473689,8.707038,0.442826,31.586199,30.436738,1
"458",6.473689,8.707038,0.442826,31.586199,30.436738,1
"459",9.84325,8.479806,1.318913,33.650246,30.087677,1
"460",6.473689,8.707038,0.442826,31.586199,30.436738,1
"461",8.344789,8.859585,0.432064,31.146389,30.498167,1
"462",6.642415,8.452697,1.310199,32.668194,30.076541,1
"463",6.473689,8.707038,0.442826,31.586199,30.436738,1
"464",NA,NA,NA,NA,NA,1
"465",6.642415,8.452697,1.310199,32.668194,30.076541,1
"466",6.473689,8.707038,0.442826,31.586199,30.436738,1
"467",NA,NA,NA,NA,NA,1
"468",6.473689,8.707038,0.442826,31.586199,30.436738,1
"469",6.473689,8.707038,0.442826,31.586199,30.436738,1
"470",6.473689,8.707038,0.442826,31.586199,30.436738,1
"471",6.473689,8.707038,0.442826,31.586199,30.436738,1
"472",6.473689,8.707038,0.442826,31.586199,30.436738,1
"473",NA,NA,NA,NA,NA,1
"474",6.473689,8.707038,0.442826,31.586199,30.436738,1
"475",6.473689,8.707038,0.442826,31.586199,30.436738,1
"476",6.473689,8.707038,0.442826,31.586199,30.436738,1
"477",6.473689,8.707038,0.442826,31.586199,30.436738,1
"478",6.473689,8.707038,0.442826,31.586199,30.436738,1
"479",6.473689,8.707038,0.442826,31.586199,30.436738,1
"480",NA,NA,NA,NA,NA,1
"481",7.316595,8.451973,1.281597,31.951115,30.410813,1
"482",8.344789,8.859585,0.432064,31.146389,30.498167,1
"483",6.473689,8.707038,0.442826,31.586199,30.436738,1
"484",NA,NA,NA,NA,NA,1
"485",6.473689,8.707038,0.442826,31.586199,30.436738,1
"486",8.344789,8.859585,0.432064,31.146389,30.498167,1
"487",6.473689,8.707038,0.442826,31.586199,30.436738,1
"488",6.473689,8.707038,0.442826,31.586199,30.436738,1
"489",6.473689,8.707038,0.442826,31.586199,30.436738,1
"490",6.473689,8.707038,0.442826,31.586199,30.436738,1
