"geometry"
c(-69.625, 42.0416666666667)
c(-68.2916666666667, 43.375)
c(-68.0416666666667, 43.625)
c(-69.625, 42.7916666666667)
c(-66.875, 44.2916666666667)
c(-69.7916666666667, 42.875)
c(-68.5416666666667, 43.5416666666667)
c(-66.9583333333333, 42.375)
c(-70.375, 43.2083333333333)
c(-67.2083333333333, 44.0416666666667)
c(-70.7083333333333, 42.5416666666667)
c(-67.7083333333333, 44.2916666666667)
c(-67.625, 43.375)
c(-64.7916666666667, 42.2916666666667)
c(-64.2916666666667, 43.7083333333333)
c(-69.0416666666667, 44.0416666666667)
c(-66.2916666666667, 42.0416666666667)
c(-66.5416666666667, 42.9583333333333)
c(-66.375, 42.5416666666667)
c(-65.875, 42.7916666666667)
c(-66.125, 43.375)
c(-66.875, 43.5416666666667)
c(-70.375, 42.125)
c(-70.2083333333333, 42.625)
c(-68.5416666666667, 42.4583333333333)
c(-66.7916666666667, 42.7916666666667)
c(-68.5416666666667, 42.2916666666667)
c(-64.2916666666667, 44.4583333333333)
c(-70.125, 42.375)
c(-70.4583333333333, 43.0416666666667)
c(-68.0416666666667, 42.0416666666667)
c(-66.5416666666667, 43.625)
c(-65.9583333333333, 43.7916666666667)
c(-70.4583333333333, 42.875)
c(-68.9583333333333, 43.5416666666667)
c(-65.9583333333333, 44.5416666666667)
c(-69.2916666666667, 43.4583333333333)
c(-66.4583333333333, 44.375)
c(-67.875, 44.0416666666667)
c(-69.2916666666667, 42.5416666666667)
c(-65.9583333333333, 42.0416666666667)
c(-70.625, 42.9583333333333)
c(-67.4583333333333, 43.9583333333333)
c(-68.2916666666667, 42.7083333333333)
c(-65.125, 42.7083333333333)
c(-65.2083333333333, 42.5416666666667)
c(-70.7083333333333, 42.2083333333333)
c(-65.875, 43.2083333333333)
c(-68.7083333333333, 42.2916666666667)
c(-69.5416666666667, 42.7083333333333)
c(-64.7083333333333, 43.375)
c(-70.125, 42.0416666666667)
c(-64.7083333333333, 43.7916666666667)
c(-65.2083333333333, 42.7083333333333)
c(-70.2916666666667, 42.375)
c(-70.0416666666667, 42.125)
c(-67.0416666666667, 43.9583333333333)
c(-65.375, 42.875)
c(-69.125, 42.2916666666667)
c(-68.2916666666667, 44.2083333333333)
c(-66.7083333333333, 43.875)
c(-66.7083333333333, 44.4583333333333)
c(-67.375, 44.0416666666667)
c(-65.0416666666667, 42.875)
c(-65.2916666666667, 42.4583333333333)
c(-67.875, 42.2083333333333)
c(-67.9583333333333, 42.7916666666667)
c(-66.7916666666667, 44.0416666666667)
c(-66.125, 44.4583333333333)
c(-68.9583333333333, 43.125)
c(-70.5416666666667, 42.125)
c(-65.4583333333333, 43.375)
c(-68.375, 43.2083333333333)
c(-68.2083333333333, 43.2916666666667)
c(-69.4583333333333, 42.4583333333333)
c(-68.375, 42.7083333333333)
c(-69.875, 43.625)
c(-67.2083333333333, 43.5416666666667)
c(-70.0416666666667, 43.125)
c(-69.5416666666667, 42.9583333333333)
c(-70.4583333333333, 42.125)
c(-69.4583333333333, 42.2083333333333)
c(-69.125, 42.625)
c(-69.7916666666667, 43.7083333333333)
c(-66.5416666666667, 43.875)
c(-66.9583333333333, 43.625)
c(-69.7083333333333, 42.625)
c(-67.9583333333333, 42.4583333333333)
c(-66.7083333333333, 43.375)
c(-67.0416666666667, 44.7083333333333)
c(-67.9583333333333, 42.875)
c(-70.4583333333333, 42.2083333333333)
c(-65.625, 43.5416666666667)
c(-66.2083333333333, 43.5416666666667)
c(-68.625, 43.625)
c(-65.375, 42.7083333333333)
c(-70.5416666666667, 42.375)
c(-64.125, 42.625)
c(-65.7083333333333, 44.875)
c(-68.7916666666667, 42.375)
c(-66.4583333333333, 44.625)
c(-66.9583333333333, 44.625)
c(-64.5416666666667, 42.625)
c(-66.125, 44.7083333333333)
c(-68.5416666666667, 42.375)
c(-67.375, 44.5416666666667)
c(-66.125, 44.875)
c(-67.9583333333333, 43.7916666666667)
c(-67.2083333333333, 43.2916666666667)
c(-68.0416666666667, 44.0416666666667)
c(-68.4583333333333, 42.7916666666667)
c(-64.2083333333333, 44.125)
c(-65.5416666666667, 42.375)
c(-66.125, 43.125)
c(-67.7083333333333, 42.7916666666667)
c(-64.9583333333333, 43.2916666666667)
c(-64.625, 42.875)
c(-67.2916666666667, 42.0416666666667)
c(-64.2916666666667, 43.0416666666667)
c(-65.7916666666667, 42.875)
c(-64.9583333333333, 42.9583333333333)
c(-69.0416666666667, 43.125)
c(-69.375, 42.7916666666667)
c(-64.2083333333333, 43.125)
c(-69.375, 42.5416666666667)
c(-65.2916666666667, 42.7916666666667)
c(-70.0416666666667, 43.2083333333333)
c(-67.2916666666667, 44.625)
c(-66.875, 44.7916666666667)
c(-68.2916666666667, 43.5416666666667)
c(-65.4583333333333, 42.625)
c(-66.625, 44.375)
c(-65.9583333333333, 44.875)
c(-67.125, 43.7083333333333)
c(-66.4583333333333, 43.9583333333333)
c(-68.2083333333333, 44.2083333333333)
c(-67.125, 44.875)
c(-67.0416666666667, 43.7083333333333)
c(-64.2916666666667, 43.5416666666667)
c(-65.125, 43.125)
c(-66.125, 43.0416666666667)
c(-68.5416666666667, 43.2083333333333)
c(-66.7916666666667, 42.625)
c(-68.375, 43.5416666666667)
c(-69.875, 42.2916666666667)
c(-66.625, 43.125)
c(-66.625, 43.7083333333333)
c(-69.4583333333333, 43.875)
c(-65.125, 42.7916666666667)
c(-64.5416666666667, 43.7083333333333)
c(-65.2083333333333, 42.125)
c(-70.5416666666667, 43.0416666666667)
c(-67.7916666666667, 43.0416666666667)
c(-68.2083333333333, 43.625)
c(-69.7083333333333, 42.7083333333333)
c(-66.4583333333333, 43.2916666666667)
c(-68.4583333333333, 43.125)
c(-68.125, 44.375)
c(-65.5416666666667, 44.7916666666667)
c(-70.0416666666667, 42.2916666666667)
c(-65.4583333333333, 42.4583333333333)
c(-68.9583333333333, 42.5416666666667)
c(-64.125, 43.625)
c(-64.2083333333333, 42.7083333333333)
c(-64.625, 43.375)
c(-66.4583333333333, 43.125)
c(-64.625, 43.625)
c(-68.5416666666667, 42.875)
c(-68.2916666666667, 44.2916666666667)
c(-68.0416666666667, 43.9583333333333)
c(-65.875, 44.9583333333333)
c(-67.625, 42.2916666666667)
c(-64.2083333333333, 43.4583333333333)
c(-68.375, 43.7916666666667)
c(-64.5416666666667, 44.2083333333333)
c(-67.375, 44.4583333333333)
c(-64.5416666666667, 43.125)
c(-67.375, 42.5416666666667)
c(-69.2916666666667, 42.0416666666667)
c(-66.375, 42.2083333333333)
c(-64.7083333333333, 43.0416666666667)
c(-67.625, 42.9583333333333)
c(-65.7916666666667, 42.375)
c(-64.625, 43.7083333333333)
c(-69.2916666666667, 42.4583333333333)
c(-67.4583333333333, 43.625)
c(-64.2916666666667, 43.625)
c(-66.375, 43.2083333333333)
c(-65.0416666666667, 42.4583333333333)
c(-67.2916666666667, 43.875)
c(-68.7916666666667, 43.0416666666667)
c(-69.5416666666667, 43.7083333333333)
c(-65.2916666666667, 43.2916666666667)
c(-68.7083333333333, 42.625)
c(-66.375, 43.9583333333333)
c(-66.2916666666667, 42.375)
c(-64.875, 43.0416666666667)
c(-65.7916666666667, 42.2916666666667)
c(-69.5416666666667, 43.875)
c(-65.4583333333333, 43.0416666666667)
c(-64.7916666666667, 42.375)
c(-65.625, 42.7916666666667)
c(-65.875, 42.375)
c(-67.875, 42.375)
c(-64.125, 42.7083333333333)
c(-64.9583333333333, 42.625)
c(-69.625, 42.5416666666667)
c(-64.2916666666667, 44.2083333333333)
c(-67.375, 44.2083333333333)
c(-68.5416666666667, 44.125)
c(-68.4583333333333, 42.4583333333333)
c(-64.875, 42.125)
c(-70.7083333333333, 42.625)
c(-64.2916666666667, 42.0416666666667)
c(-65.2916666666667, 43.7916666666667)
c(-65.5416666666667, 43.125)
c(-64.625, 43.9583333333333)
c(-67.875, 43.375)
c(-70.125, 42.875)
c(-67.2916666666667, 43.7083333333333)
c(-65.7083333333333, 42.2916666666667)
c(-64.7916666666667, 43.4583333333333)
c(-66.5416666666667, 42.875)
c(-70.0416666666667, 43.4583333333333)
c(-70.2916666666667, 42.875)
c(-64.0416666666667, 43.625)
c(-64.5416666666667, 42.375)
c(-64.125, 43.125)
c(-68.7916666666667, 43.2083333333333)
c(-67.7916666666667, 42.5416666666667)
c(-64.375, 42.125)
c(-67.375, 42.4583333333333)
c(-66.125, 43.625)
c(-68.625, 42.7916666666667)
c(-65.0416666666667, 43.4583333333333)
c(-66.7916666666667, 43.625)
c(-66.375, 42.375)
c(-66.9583333333333, 44.4583333333333)
c(-66.4583333333333, 44.125)
c(-68.0416666666667, 44.125)
c(-64.625, 42.7916666666667)
c(-69.9583333333333, 43.2083333333333)
c(-64.9583333333333, 43.4583333333333)
c(-67.7083333333333, 43.9583333333333)
c(-66.4583333333333, 42.2916666666667)
c(-67.7083333333333, 44.2083333333333)
c(-67.875, 44.125)
c(-66.625, 44.0416666666667)
c(-65.2916666666667, 42.7083333333333)
c(-65.7083333333333, 43.4583333333333)
c(-67.7916666666667, 43.4583333333333)
c(-69.625, 43.2916666666667)
c(-70.625, 42.2916666666667)
c(-66.7083333333333, 42.0416666666667)
c(-67.2083333333333, 42.375)
c(-67.7916666666667, 42.2083333333333)
c(-67.2083333333333, 43.2083333333333)
c(-69.9583333333333, 43.0416666666667)
c(-68.2916666666667, 43.7916666666667)
c(-64.2916666666667, 44.0416666666667)
c(-67.875, 44.5416666666667)
c(-64.2083333333333, 43.2083333333333)
c(-64.9583333333333, 42.4583333333333)
c(-64.7916666666667, 43.2916666666667)
c(-70.375, 43.0416666666667)
c(-68.7083333333333, 43.5416666666667)
c(-67.2916666666667, 43.125)
c(-64.875, 42.2083333333333)
c(-67.0416666666667, 44.0416666666667)
c(-64.4583333333333, 43.0416666666667)
c(-67.625, 42.125)
c(-64.0416666666667, 42.125)
c(-69.7916666666667, 43.4583333333333)
c(-64.875, 42.625)
c(-69.2083333333333, 43.4583333333333)
c(-66.875, 42.875)
c(-64.9583333333333, 42.2083333333333)
c(-66.2083333333333, 43.375)
c(-69.0416666666667, 43.7916666666667)
c(-69.625, 42.875)
c(-64.9583333333333, 42.125)
c(-70.2083333333333, 42.0416666666667)
c(-64.625, 43.2083333333333)
c(-70.375, 43.125)
c(-69.0416666666667, 43.375)
c(-68.875, 42.2083333333333)
c(-69.2916666666667, 43.0416666666667)
c(-70.875, 42.7916666666667)
c(-68.125, 44.125)
c(-67.2083333333333, 42.125)
c(-68.0416666666667, 44.375)
c(-68.9583333333333, 42.2083333333333)
c(-70.875, 42.375)
c(-69.625, 42.2916666666667)
c(-66.375, 44.9583333333333)
c(-64.4583333333333, 42.875)
c(-69.2083333333333, 43.9583333333333)
c(-67.5416666666667, 42.0416666666667)
c(-69.0416666666667, 42.875)
c(-66.4583333333333, 43.2083333333333)
c(-69.2916666666667, 42.9583333333333)
c(-70.7083333333333, 42.9583333333333)
c(-69.0416666666667, 42.375)
c(-66.9583333333333, 43.375)
c(-68.7916666666667, 43.375)
c(-66.625, 44.125)
c(-67.4583333333333, 43.2083333333333)
c(-67.2083333333333, 42.2916666666667)
c(-64.375, 42.5416666666667)
c(-67.7083333333333, 42.2083333333333)
c(-69.0416666666667, 44.2916666666667)
c(-69.125, 43.7916666666667)
c(-65.5416666666667, 43.2083333333333)
c(-64.2083333333333, 42.2083333333333)
c(-67.125, 43.0416666666667)
c(-67.2916666666667, 42.125)
c(-65.875, 43.5416666666667)
c(-67.2916666666667, 43.5416666666667)
c(-65.7916666666667, 43.875)
c(-66.4583333333333, 44.2916666666667)
c(-64.2916666666667, 43.9583333333333)
c(-66.875, 43.7916666666667)
c(-67.625, 42.625)
c(-67.2916666666667, 43.9583333333333)
c(-65.375, 43.2916666666667)
c(-64.5416666666667, 43.9583333333333)
c(-64.4583333333333, 43.125)
c(-65.625, 42.4583333333333)
c(-68.375, 43.125)
c(-64.5416666666667, 43.375)
c(-67.375, 43.0416666666667)
c(-69.2916666666667, 43.125)
c(-66.2083333333333, 43.875)
c(-69.2083333333333, 42.7916666666667)
c(-70.0416666666667, 42.0416666666667)
c(-68.5416666666667, 42.625)
c(-67.875, 42.9583333333333)
c(-69.375, 42.2916666666667)
c(-66.875, 44.7083333333333)
c(-66.5416666666667, 42.2083333333333)
c(-68.375, 42.0416666666667)
c(-67.9583333333333, 43.4583333333333)
c(-70.375, 42.7083333333333)
c(-67.7083333333333, 42.875)
c(-66.0416666666667, 42.9583333333333)
c(-68.7916666666667, 42.125)
c(-67.7083333333333, 42.125)
c(-69.125, 42.375)
c(-70.375, 43.2916666666667)
c(-64.625, 42.625)
c(-67.7916666666667, 43.2916666666667)
c(-67.875, 42.875)
c(-64.125, 42.2083333333333)
c(-69.125, 44.0416666666667)
c(-64.0416666666667, 43.0416666666667)
c(-66.5416666666667, 42.2916666666667)
c(-69.7916666666667, 43.2916666666667)
c(-69.4583333333333, 42.0416666666667)
c(-65.875, 42.5416666666667)
c(-70.5416666666667, 42.4583333333333)
c(-64.125, 43.2916666666667)
c(-66.4583333333333, 44.5416666666667)
c(-68.5416666666667, 43.4583333333333)
c(-68.875, 43.7916666666667)
c(-66.7916666666667, 42.875)
c(-69.7083333333333, 42.125)
c(-67.4583333333333, 43.7916666666667)
c(-69.875, 42.375)
c(-67.2083333333333, 44.375)
c(-68.875, 44.2916666666667)
c(-66.625, 43.375)
c(-69.125, 42.7083333333333)
c(-64.125, 43.375)
c(-69.875, 42.2083333333333)
c(-69.0416666666667, 42.2083333333333)
c(-65.5416666666667, 43.4583333333333)
c(-70.125, 43.625)
c(-66.9583333333333, 44.875)
c(-69.7083333333333, 43.9583333333333)
c(-65.0416666666667, 44.125)
c(-65.125, 42.2916666666667)
c(-64.5416666666667, 44.0416666666667)
c(-65.2916666666667, 43.7083333333333)
c(-67.625, 43.4583333333333)
c(-68.2916666666667, 43.625)
c(-67.2916666666667, 44.7083333333333)
c(-70.2916666666667, 43.375)
c(-68.7083333333333, 43.7083333333333)
c(-65.4583333333333, 42.125)
c(-65.0416666666667, 43.125)
c(-64.375, 42.0416666666667)
c(-65.125, 43.5416666666667)
c(-68.2083333333333, 43.4583333333333)
c(-68.2083333333333, 43.7083333333333)
c(-64.2916666666667, 43.7916666666667)
c(-66.2916666666667, 44.625)
c(-67.875, 42.2916666666667)
c(-66.7916666666667, 42.2916666666667)
c(-68.7083333333333, 44.125)
c(-66.0416666666667, 43.0416666666667)
c(-70.7916666666667, 42.4583333333333)
c(-64.625, 43.2916666666667)
c(-65.5416666666667, 42.7916666666667)
c(-68.0416666666667, 42.2083333333333)
c(-66.5416666666667, 44.0416666666667)
c(-66.4583333333333, 43.7083333333333)
c(-66.4583333333333, 43.625)
c(-69.7916666666667, 42.7916666666667)
c(-66.625, 44.7916666666667)
c(-67.875, 44.2916666666667)
c(-64.5416666666667, 43.7916666666667)
c(-67.375, 43.4583333333333)
c(-66.125, 43.7083333333333)
c(-69.9583333333333, 42.875)
c(-70.0416666666667, 42.9583333333333)
c(-69.625, 43.125)
c(-66.2083333333333, 44.625)
c(-69.5416666666667, 43.0416666666667)
c(-68.5416666666667, 42.5416666666667)
c(-68.2916666666667, 43.125)
c(-69.5416666666667, 43.7916666666667)
c(-68.625, 42.2083333333333)
c(-64.875, 43.875)
c(-64.125, 42.9583333333333)
c(-69.7083333333333, 43.125)
c(-68.625, 44.2083333333333)
c(-64.375, 43.2916666666667)
c(-67.7083333333333, 42.2916666666667)
c(-64.4583333333333, 43.4583333333333)
c(-68.7083333333333, 43.2916666666667)
c(-68.375, 43.7083333333333)
c(-69.4583333333333, 42.2916666666667)
c(-66.9583333333333, 42.7083333333333)
c(-66.875, 42.0416666666667)
c(-70.4583333333333, 42.0416666666667)
c(-65.125, 43.0416666666667)
c(-69.375, 42.9583333333333)
c(-66.2083333333333, 43.2916666666667)
c(-69.375, 42.7083333333333)
c(-66.125, 44.375)
c(-66.7083333333333, 44.9583333333333)
c(-65.9583333333333, 42.9583333333333)
c(-66.2916666666667, 42.875)
c(-68.9583333333333, 42.875)
c(-66.2083333333333, 43.625)
c(-68.7916666666667, 44.375)
c(-65.7083333333333, 42.9583333333333)
c(-70.7083333333333, 42.0416666666667)
c(-67.875, 43.2916666666667)
c(-68.0416666666667, 43.0416666666667)
c(-69.2083333333333, 44.0416666666667)
c(-64.7083333333333, 43.2916666666667)
c(-67.7916666666667, 44.125)
c(-64.375, 42.7916666666667)
c(-65.625, 42.5416666666667)
c(-69.7916666666667, 42.2083333333333)
c(-66.7083333333333, 42.625)
c(-67.125, 44.7083333333333)
c(-66.9583333333333, 42.875)
c(-64.5416666666667, 44.125)
c(-65.125, 42.875)
c(-67.9583333333333, 43.875)
c(-66.0416666666667, 43.2083333333333)
c(-65.875, 44.7916666666667)
c(-66.625, 43.4583333333333)
c(-66.2916666666667, 44.2083333333333)
c(-70.875, 42.7083333333333)
c(-70.2083333333333, 43.7083333333333)
c(-69.625, 43.2083333333333)
c(-67.5416666666667, 44.125)
c(-70.4583333333333, 42.9583333333333)
c(-65.7083333333333, 43.875)
c(-70.5416666666667, 42.2916666666667)
c(-68.2916666666667, 42.2916666666667)
c(-64.125, 42.5416666666667)
c(-65.9583333333333, 44.7083333333333)
c(-66.7916666666667, 44.9583333333333)
c(-69.0416666666667, 42.9583333333333)
c(-65.7083333333333, 43.2083333333333)
c(-67.5416666666667, 43.875)
c(-67.9583333333333, 44.4583333333333)
c(-66.375, 44.875)
c(-68.125, 44.2916666666667)
c(-66.7916666666667, 44.625)
c(-66.5416666666667, 44.4583333333333)
c(-64.7083333333333, 43.125)
c(-66.5416666666667, 43.4583333333333)
c(-66.625, 43.5416666666667)
c(-67.9583333333333, 42.2083333333333)
c(-65.2916666666667, 42.5416666666667)
c(-67.2916666666667, 42.7916666666667)
c(-69.5416666666667, 43.5416666666667)
c(-67.625, 43.2916666666667)
c(-69.5416666666667, 42.4583333333333)
c(-68.9583333333333, 42.2916666666667)
c(-68.125, 43.0416666666667)
c(-68.9583333333333, 43.875)
c(-68.2083333333333, 42.875)
c(-67.7916666666667, 42.125)
c(-68.2916666666667, 44.125)
c(-70.7083333333333, 42.4583333333333)
c(-68.7083333333333, 43.875)
c(-67.7916666666667, 42.2916666666667)
c(-69.375, 43.375)
c(-68.9583333333333, 43.7916666666667)
c(-70.625, 43.125)
c(-68.4583333333333, 43.5416666666667)
c(-69.7083333333333, 43.375)
c(-70.125, 42.2083333333333)
c(-70.2083333333333, 42.4583333333333)
c(-66.625, 42.7916666666667)
c(-64.5416666666667, 43.625)
c(-65.875, 43.7916666666667)
c(-70.5416666666667, 42.5416666666667)
c(-64.875, 43.4583333333333)
c(-68.7083333333333, 43.625)
c(-69.125, 43.125)
c(-65.2916666666667, 43.2083333333333)
c(-68.625, 42.2916666666667)
c(-64.125, 44.4583333333333)
c(-68.7083333333333, 42.4583333333333)
c(-65.9583333333333, 42.2916666666667)
c(-65.4583333333333, 43.625)
c(-70.2083333333333, 42.375)
c(-64.7083333333333, 42.7083333333333)
c(-67.7916666666667, 42.4583333333333)
c(-66.5416666666667, 43.9583333333333)
c(-65.0416666666667, 42.2083333333333)
c(-66.9583333333333, 42.2083333333333)
c(-66.7916666666667, 42.0416666666667)
c(-67.375, 43.9583333333333)
c(-64.0416666666667, 43.7916666666667)
c(-64.0416666666667, 43.5416666666667)
c(-67.0416666666667, 44.625)
c(-65.375, 42.5416666666667)
c(-64.7916666666667, 43.125)
c(-65.2083333333333, 42.7916666666667)
c(-65.875, 42.0416666666667)
c(-68.7083333333333, 44.2083333333333)
c(-64.7083333333333, 42.375)
c(-65.7083333333333, 42.7916666666667)
c(-64.2916666666667, 43.125)
c(-64.7083333333333, 42.2916666666667)
c(-66.875, 44.125)
c(-67.2083333333333, 42.625)
c(-65.2083333333333, 42.9583333333333)
c(-70.9583333333333, 42.4583333333333)
c(-68.2083333333333, 44.375)
c(-64.7916666666667, 42.0416666666667)
c(-69.2916666666667, 42.7083333333333)
c(-69.125, 42.2083333333333)
c(-66.2083333333333, 43.9583333333333)
c(-69.2083333333333, 43.7916666666667)
c(-69.375, 43.7083333333333)
c(-68.2916666666667, 42.7916666666667)
c(-69.625, 43.5416666666667)
c(-67.7916666666667, 42.7916666666667)
c(-68.5416666666667, 42.0416666666667)
c(-69.0416666666667, 42.7916666666667)
c(-66.625, 42.875)
c(-67.7083333333333, 44.4583333333333)
c(-65.7083333333333, 44.7916666666667)
c(-68.5416666666667, 42.7083333333333)
c(-64.2083333333333, 43.0416666666667)
c(-66.7083333333333, 42.7916666666667)
c(-67.625, 44.2083333333333)
c(-66.2083333333333, 43.7916666666667)
c(-67.4583333333333, 42.5416666666667)
c(-67.0416666666667, 44.9583333333333)
c(-67.375, 44.125)
c(-64.625, 44.125)
c(-67.4583333333333, 43.7083333333333)
c(-66.125, 44.2083333333333)
c(-67.9583333333333, 42.5416666666667)
c(-69.7916666666667, 42.0416666666667)
c(-68.5416666666667, 43.125)
c(-64.7916666666667, 43.625)
c(-69.625, 42.7083333333333)
c(-69.875, 43.2083333333333)
c(-68.5416666666667, 43.2916666666667)
c(-69.875, 43.7916666666667)
c(-64.9583333333333, 43.0416666666667)
c(-65.625, 42.9583333333333)
c(-65.625, 43.4583333333333)
c(-68.4583333333333, 43.2916666666667)
c(-70.375, 42.0416666666667)
c(-64.2916666666667, 42.5416666666667)
c(-69.875, 42.7083333333333)
c(-67.9583333333333, 42.7083333333333)
c(-67.7083333333333, 42.5416666666667)
c(-67.9583333333333, 44.125)
c(-69.2916666666667, 44.0416666666667)
c(-70.0416666666667, 43.625)
c(-67.375, 42.7916666666667)
c(-69.125, 43.5416666666667)
c(-67.875, 42.0416666666667)
c(-67.2083333333333, 43.9583333333333)
c(-66.2083333333333, 43.2083333333333)
c(-70.2916666666667, 42.5416666666667)
c(-68.875, 42.625)
c(-69.875, 42.0416666666667)
c(-64.0416666666667, 42.5416666666667)
c(-65.9583333333333, 43.5416666666667)
c(-64.125, 43.875)
c(-67.375, 42.375)
c(-68.125, 42.875)
c(-65.7916666666667, 44.625)
c(-67.875, 43.9583333333333)
c(-67.625, 42.375)
c(-66.625, 43.2916666666667)
c(-68.375, 44.0416666666667)
c(-67.9583333333333, 44.2083333333333)
c(-68.375, 42.9583333333333)
c(-66.7083333333333, 42.9583333333333)
c(-66.875, 43.125)
c(-64.0416666666667, 42.0416666666667)
c(-65.125, 42.125)
c(-68.7916666666667, 43.7916666666667)
c(-65.5416666666667, 42.125)
c(-70.625, 42.5416666666667)
c(-67.625, 43.875)
c(-66.375, 43.875)
c(-64.2916666666667, 42.9583333333333)
c(-68.2083333333333, 43.9583333333333)
c(-65.2916666666667, 42.125)
c(-69.5416666666667, 43.375)
c(-66.125, 42.7083333333333)
c(-67.9583333333333, 43.375)
c(-64.7083333333333, 44.0416666666667)
c(-68.4583333333333, 42.625)
c(-66.625, 44.625)
